"","X","Comment","label"
"455",568,"سلام خسته نباشید ، سفارش بنده را پیک موتور آورد و بعلت عدقت و توجه و نابلدی بودن ، روغن‌ها و سایر اقلام را روی بستنی زمستانه ها گذاشته و همه رو به و خراب کرده ، بیار بد رفتار کرد، لطفاً رسیدگی بفرمایید، متشکرم","Product"
"456",569,"اشتباه آوردن کالا","Product"
"457",570,"سلام ۶۰درصد خیارها آسیب دیده ویاکهنه بود واز کیفیت نارنگی هم اصلا راضی نبودم چون آسیب دیده وبعضی هم له بودن در کل به هیچ وجه راضی نبودم","Product"
"458",571,"من 2 تا آبمیوه انبه شریسا خریدم دونه‌ای 39 تومن، وقتی به دستم رسیده رو خود کارتنش نوشته حداکثر قیمت برای مصرف کننده 34 تومان... اونوقت تو فاکتور برام زدن سود شما از این خرید 10 تومان!!!! این در حالیه که 10 تومان ازم اضافه گرفتن... و جای تاسفه که وقتی وارد گزینه سوپرمارکت توی اسنپ میشیم، روی گزینه‌ی هایپراستار نوشته 50 درصد تخفیف بیشتر! این در حالیه که نه تنها تخفیف نداره بیشتر هم گرفتن.","Product"
"459",572,"با عرض سلام و خسته نباشید خدمت شما و همکارانتان ،نمیدونم چرا وقتی به شما زنگ میزنم و رنگ طوسی سفارش میدهم،چرا یک رنگ دیگه میفرستید،ممنون میشم اگه عوضش کنید ??","Product"
"460",573,"پیک زنگ زد گفت بسته رو می‌گذارم تو آسانسور بردارید، ازش خواهش کردم که بیاره بالا تحویل بده، آورد ولی آنچنان با لگد زد به درب آسانسور که باز بشه که درب آسانسور به دیوار برخورد کرد و وقتی به کارش اعتراض کردیم گفت مگه آسانسور مال شما هست؟ ازش بپرسید آسانسور مال کی هست، لطفاً رسیدگی کنید","Product"
"461",574,"احتراما 2 عدد کوردون بلو یک کیلوگرمی ب. آ خریداری کردم، یکیش مشکلی نداره ولی متاسفانه یکیش تاریخ مصرفش 4 آبان ماه تمام شده در واقع فروشگاه جنسی برای بنده ارسال کرده که 2ونیم ماه از انقضاش گذشته است.
بخش کنترل کیفیت دقیقا کجای این محصول را کنترل کرده؟
من که مشتری وفادار شما بودم،شدیدا عصبانی و آزرده هستم، بفرمائید چکار کنم؟؟ ممنون","Product"
"462",575,"سلام . وقتتون بخیر . برخلاف انتظارم نان بسیار بی کیفیتی بدستم رسید و انداختم سطل آشغال .","Product"
"463",576,"تعداد 3 عدد سفارش دادم ولی شما تعداد 2 عدد ارسال کردید.","Product"
"464",577,"فاير پرور هديه ارسال نشده بود.","Product"
"465",578,"سلام وقت بخیر
وقتی مشتری محصولی از سایت انتخاب می کند همان محصول را می خواهد اگر به هر دلیل محصول مورد نظر مشتری موجود نبود باسلیقه ی شخصی خودتان جایگزین نکنید
با مشتري تماس بگیرید وبا اجازه ایشان جایگزین کنید
این عسلی که برام فرستاده شده به کارم نمیاد??
باید پیک شما به درب منزل مراجعه کند و عسل را پس بگیرد. و مبلغ عسل را مسترد کند","Product"
"466",579,"بیسکویت قهوه لاو ملت نادری بقیمت ۱۴هزار تومن ارسال نشده بود.","Product"
"467",580,"طبق معمول خیار درختیهای هایپراستار فوق العاده بزرگ هستند. تو نظرخواهیهای قبلی هم گفتم پیش خودم فکر کردم احتمالا اینبار اصلاح شده ولی متاسفانه همون کیفیت را داره","Product"
"468",581,"پاکت شکر پاره شده بود و مقداری از شکر ها ریخته بود تو نایلون انتظار دارم کالاها سالم به دستم برسه","Packaging"
"469",582,"کالای دستمال کاغذی توسط ""هایپر استار"" فاکتور نشد و طبیعتا در محصولات تحویل داده شده هم قرار نداشت.","Packaging"
"470",583,"سلام
عکس تبلیغ در اپلیکیشن هیچ گونه شعله و ناخالصی ندارد در صورتی که کوشت ارسالی شعله و ناخالصی دارد
لطفا رسیدگی فرمایید
عکس هم نمی شود ارسال کرد","Product"
"471",584,"من هات داگ پنیریگوشت سفارش دادم ولی برای من هات داگ پنیری مرغ ارسال کردید !!!","Product"
"472",585,"عكس محصول با محصولي كه فزستاده ميشه فرق داره.كره هاي كاله هر دو سري اينجوري بود.كد تخفيف تون كار نميكنه و پذيرفتع نميشه","Product"
"473",586,"شلغم یخ زده بود
۳تا تخم مرغ هم شکسته بود","Packaging"
"474",587,"محصول ارسالی گرم و خمیر شده بود و مارک ارسالی از شرکت های متفرقه بوده","Packaging"
"475",588,"متأسفانه پیک اقلام خریداری شده را پشت در رها کرده و رفته بود??","Packaging"
"476",589,"سلام ۱- در آخرین لحظات تحویل شد ۲- پاکت سوراخ بود","Product"
"477",590,"قیمت با تخفیف ۱۰ درصد که خرید کردم ۱۱۲ بود اما ۱۱۸ حساب شده بود","Product"
"478",591,"سلام. وقتتون بخیر. کالا ها درست بسته بندی نمی‌شوند مثلا من پنیر سفارش داده بودم پلاستیک پاره شده بود و پنیر از داخل پلاستیک به بیرون افتاده بود.","Packaging"
"479",592,"درب مایع لباسشویی شکسته شده و کمی از مایع به داخل کیسه ریخته شده بود. از در ظرف قبلی برای آن استفاده کردم.","Packaging"
"480",593,"سلام خیلی دير تحويل شد . ۳عدد خامه سفید پاک ۱۰۰ گرم بدون تاریخ ارسال شده","Product"
"481",594,"پیک بدون توجه به پلاک ساختمان با تماس تلفنی، بنده و به مدت طولانی در سرما نگه داشته و طلب کار هم بودن.
به پیک یاد بدین زنگ در و بزنه و بسته و درب واجد تحویل بده","Product"
"482",595,"روی جعبه پودر صابون رختشویی قیمت مصرف کننده ۲۷۵۰۰ تومان درج شده در صورتی که شما قیمت اصلی را ۴۷۳۵۰ تومان نوشتید و با ۲۵٪ تخفیف ۳۵۵۱۳ تومان می دهید یعنی عملا تخفیف که ندادید هیچ، ۱۰ هزار تومان هم بیشتر گرفتید!!!!!!!!!! مردم با دیدن این کارها رغبت به خرید از شما را از دست می دهند. پول اضافی ای که گرفتید را برگردانید.
در ضمن نسبت به موضع گیری ای که شرکت شما و چند شرکت دیگر نسبت به اغتشاشات اخیر داشت هم اعتراض داشتم. مگر کسب و کار شما زیر سایه امنیت و امکانات همین نظام گسترش پیدا نکرده که حالا شما شدید برانداز؟!؟!؟!؟!؟! اگر از این کار ابراز پشیمانی نکنید، مجبور می شویم استفاده از خدمات اسنپ و امثال شما را تحریم کنیم.","Price"
"483",596,"تخم مرغ ۴عدد شکسته بود","Packaging"
"484",597,"مایع نرم کنند لباس با اینکه با چسب بسته شده بود ریخته بود دوستی که وسایل و جمع کرده حداقل به خودش زحمت میداد در مایع و چک و سفت میکرد یا مدقع چسب زدن تست میکردند تا این اتفاق نیفته","Packaging"
